Name,id_Number,row_Number,seat_Number,auditorium_Number
Angela Easton,74949196309192968,35,21,6
Angela Ebel,11364193303278427,46,15,5
Angela Estes,68489201109263496,43,34,1
Angela Gooding,18629196601198154,1,48,2
Angela Grant,57942193306045752,49,12,1
Angela Grate,35703193907316893,15,19,5
Angela Guerra,78516194905124995,1,25,1
Angela Hamelin,58545196612278443,39,15,1
Angela Hogue,46686196708288086,16,62,4
Angela Iannone,71473196507307007,9,10,1
Angela Kalina,19150196910254541,6,23,2
Angela Kelley,39537197910054258,39,62,2
Angela Lewis,72784198809281148,16,14,4
Angela Liestman,37249197701084855,57,6,4
Angela Love,76646198510303976,3,13,1
Angela Mccarthy,76230198804091364,57,34,3
Angela Mejia,31358198401045283,18,3,2
Angela Mercado,14799196105031611,36,51,3
Angela Millerbernd,48850193304296333,34,20,6
Angela Nagy,43827199203229742,44,63,4
Angela Nash,41762199601316830,61,7,2
Angela Reichard,26387201110024422,3,2,6
Angela Roeske,49084193002088881,34,31,3
Angela Slaton,61298200005132616,38,57,5
Angela Staples,84944198008069342,17,43,2
Angela Stecker,41384197007118241,27,31,1
Angela Taylor,41844197704199623,24,6,6
Angela Williams,72158195107298233,45,14,5
Angelena Robert,79355197301088995,36,12,4
Angelica Hodges,13656200807069956,13,22,1
Angelina Alexander,40060195208156330,18,46,3
Angelina Black,34850197711292889,46,2,6
Angelina Hoffman,62997196108304397,20,32,1
Angelina Madlung,43256194809026605,2,57,4
Angelina Mcdowell,19443194308113057,13,16,2
Angeline Gonzales,33447197202152243,18,39,1
Angelique Ogle,50885200404146266,40,54,2
Angelita Gregory,21867198612146209,23,14,1
Angelita Linkovich,10999199002168457,13,27,3
Angella Badilla,94865195703055227,36,13,1
Angelo Best,66392193304309488,19,15,5
Angelo Diaz,43766199703051488,58,45,6
Angelo Poncedeleon,93376196007268146,27,35,3
Angie Arnold,68065193301283340,45,9,1
Angie Chapman,44213196909074570,47,21,4
Angie Guzman,60564195408228414,41,40,2
Angie Luna,31097201710015131,62,57,2
Angie Shiro,51999197607208607,54,47,3
Anglea Tyree,79301197005167254,2,50,2
Anh Maffit,99373195909057448,35,21,1
Anibal Denison,91473195903192519,43,38,3
Anisha Roberts,18020193005094191,26,42,5
Anita Benson,20489193603095785,20,2,5
Anita Boll,33321201712041229,7,18,5
Anita Corley,12067200210042401,26,13,1
Anita Garske,78551201203319216,1,21,5
Anita Gilbert,80615194308291152,2,21,6
Anita Glenn,64515198912051567,4,39,6
Anita Haynes,29237199606058559,31,2,5
Anita Johnson,36438194711267994,41,56,6
Anita Kamuda,14005198001209381,9,57,5
Anita Morales,40909201408097246,38,59,5
Anita Teed,81401195401015287,45,42,6
Anjanette Hampton,88095195310281410,45,8,1
Ann Aldridge,72012197901033715,56,53,3
Ann Arellano,64764194104079041,26,4,6
Ann Bonner,38814199910266113,49,14,3
Ann Boon,68024193610183570,27,9,4
Ann Brown,41786199805017655,44,13,5
Ann Carter,80331200710094865,14,35,5
Ann Dibari,22126194702272857,24,56,4
Ann Dilly,58420200910195410,7,20,4
Ann Dyal,87632200703298170,31,45,3
Ann Estrello,57577196309222166,48,10,1
Ann Fisk,38335195910062922,12,1,4
Ann Fried,99665195804254219,39,61,4
Ann Gallipeau,59593194504019455,17,27,2
Ann Gilpatrick,37162198411156871,12,28,6
Ann Gonsalves,82132199712017270,52,56,2
Ann Gonzalez,29244200105255718,17,55,6
Ann Hollifield,12287196012094631,44,23,2
Ann Jacobsen,40334199604232812,23,7,2
Ann Keith,82983196712296348,44,12,4
Ann Lentz,27333198311226261,53,55,2
Ann Martin,58621199509214133,57,38,1
Ann Mcfarland,56826201911233337,46,36,4
Ann Menendez,36918200605067463,1,33,2
Ann Miller,62034199709287764,17,3,1
Ann Mrotek,19856195001028890,8,56,3
Ann Oliva,24592196603191858,2,16,4
Ann Reinke,66585196109293697,20,5,4
Ann Rice,46340195007067828,63,61,2
Ann Rosenthal,66886197401141645,26,25,3
Ann Russo,88714200308065635,22,19,2
Ann Scott,73444193210042889,20,40,1
Ann Spring,12993197105263038,56,30,2
Ann Valencia,23164195208112834,42,44,3
Ann White,66913199412137894,2,40,4
Ann Williams,38555193109244875,20,39,3
Anna Allen,91671201607239806,34,52,5
Anna Barrera,86156193501292279,3,45,4
Anna Bax,58195196307234025,54,21,4
Anna Began,25250197606279595,7,55,3
Anna Brawley,21828193608025769,1,2,1
Anna Carrico,80265195108282570,28,37,1
Anna Casey,94341193008231044,20,12,6
Anna Collins,28988193603019473,9,3,3
Anna Desantis,83732195105151628,30,41,2
Anna Dufresne,13593195208184915,16,3,4
Anna Ferguson,42868198212081406,44,8,2
Anna Flood,81847195004297071,11,13,6
Anna Hand,11378194703069491,18,48,4
Anna Hawkins,19398197703241973,34,59,2
Anna Innis,11056196608107771,26,25,2
Anna Kimble,63327196312229786,7,45,5
Anna Knowles,17155200809058320,26,41,4
Anna Koller,57726198109038863,22,58,2
Anna Luna,89293193806166695,51,7,2
Anna Mercado,59854194605263679,27,6,2
Anna Montano,38862198210214049,32,17,6
Anna Moody,65500198405115455,22,48,4
Anna Morelli,18137194805263329,41,6,4
Anna Moyer,27108199705108570,17,15,2
Anna Oloughlin,60991198512289507,18,35,1
Anna Plunk,95288200102164698,24,4,5
Anna Pressley,31890194206173183,14,15,2
Anna Rehling,30453194710049819,60,20,4
Anna Reier,75225201110297654,25,22,6
Anna Salinas,12134201304303051,25,29,4
Anna Scheff,19955197201308706,59,30,3
Anna Seawright,48070194902081502,6,19,4
Anna Singer,75278193102245903,30,63,4
Anna Sparks,70570200008043848,59,9,3
Anna Taylor,18911198710148119,13,26,2
Anna Torres,24739198706166861,26,1,5
Anna Wissinger,48191199301182123,56,52,2
Anna Wyatt,87577201403166089,33,16,4
Anna Zack,62823197607201977,38,48,3
Annabelle Ford,14516198812021702,24,44,2
Annamaria Gutierrez,95840199201075124,46,19,6
Annamarie Grace,95462193312054241,47,16,2
Anne Altman,92206194405118463,11,47,2
Anne Cadwallader,62126195205257887,52,45,2
Anne Cooper,62488195906207467,23,13,5
Anne Dean,11409200308106484,32,57,5
Anne Eagle,82560201303061770,42,21,1
Anne Ferguson,42763194512152583,38,28,6
Anne Gemmill,43812200710258552,60,36,4
Anne Gomes,11225201702204546,38,42,2
Anne Green,53755197706144213,44,27,4
Anne Hicks,52262199508177455,32,60,2
Anne Hodge,99960200812023814,60,15,4
Anne Inman,98719194207144444,11,9,6
Anne Levings,26515199902063011,42,11,4
Anne Lock,97461194412264331,14,55,5
Anne Miller,36532198708218813,37,37,4
Anne Monk,71231196106256485,39,27,4
Anne Newman,37480193605178696,17,63,4
Anne Prescott,46547201106057044,24,22,4
Anne Rivera,32418196310081382,46,29,3
Anne Standard,49502196201072866,28,31,5
Anne Thomas,51137194010154215,46,1,6
Anne Valley,97501199304023105,51,27,2
Anne Williams,44159197007132620,10,6,5
Annemarie Nipp,77078193412042310,2,47,6
Annette Devaughn,90648200710121335,25,41,3
Annette Dubray,48860195712208192,57,30,2
Annette Evans,56300195806092909,43,38,1
Annette Fretwell,82651201207107614,16,40,6
Annette Herrera,72286193903255400,41,32,4
Annette Kemp,52296197401149838,8,12,1
Annette Kowalewski,70799194110205363,12,57,2
Annette Maly,18760198310128565,20,47,5
Annette Michel,10420199006151592,16,35,2
Annette Munoz,27835199705012460,48,8,4
Annette Oliva,52786193507066741,36,55,5
Annette Quinto,24374195302247190,13,39,3
Annette Quirion,94207197511245663,10,50,5
Annette Sheehan,48984193101195880,9,40,6
Annette Stam,38007201501306822,11,8,3
Annette Taylor,18296197207154613,33,6,6
Annette Taylor,22484195805056802,45,43,1
Annette Valentine,91884196903042180,35,57,4
Annie Burdette,86734193309034127,35,19,4
Annie Campbell,27998200312152405,9,18,3
Annie Chambers,53108193708171005,6,7,5
Annie Crump,95807198102221172,45,16,1
Annie Henry,44195198810095208,23,10,5
Annie Kelty,68686199701065019,42,54,5
Annie Key,92642201003168951,51,21,1
Annie Lesperance,49349199006082878,5,54,6
Annie Saxbury,87462199901214683,45,6,6
Annie Smith,79312201805308747,11,33,6
Annie Sosa,61918200201265289,46,37,5
Annie Tomlinson,66849193412195011,31,11,3
Annie Washington,77854196107097482,19,45,3
Annie Wilson,96259197710298569,6,51,4
Annie Young,40519196802261663,31,50,2
Annita Cox,26454193701123387,51,24,1
Annmarie Collins,68790197607035054,16,22,6
Annmarie Koster,74228196509252929,20,17,4
Anthony Abbott,51910194705058823,52,13,6
Anthony Albano,76923194504295681,20,48,5
Anthony Almen,70758195610125864,15,61,4
Anthony Apilado,82273201304109456,53,21,4
Anthony Arsenault,96224195004275964,42,47,5
Anthony Atkinson,26451196811161279,19,32,3
Anthony Banderas,43365199410215132,2,14,2
Anthony Benson,52220193607182073,37,42,6
Anthony Bonner,82508194505256715,12,15,4
Anthony Bryant,10897199808074817,51,9,3
Anthony Burns,39673198802144690,54,12,6
Anthony Cavaretta,73779197608114247,30,23,6
Anthony Cegielski,59849199805243484,42,34,3
Anthony Chapman,74294193305162026,49,35,4
Anthony Colby,40270194507186739,28,29,3
Anthony Cooper,90644199911142585,51,10,3
Anthony Courtney,85623198012164818,12,53,6
Anthony Covington,94426201201096362,33,5,6
Anthony Crespo,85245193209247910,51,41,1
Anthony Daughters,48002196908276920,17,19,2
Anthony Debarge,10638194407189018,50,19,3
Anthony Elliott,63613197608166121,15,43,4
Anthony Felder,61908198412208180,45,16,5
Anthony Fiecke,89473199912038769,7,17,3
Anthony Fote,34336200004082603,38,20,4
Anthony Glenn,48900193001032346,25,44,3
Anthony Gonzales,84683195807156800,27,19,3
Anthony Gorman,56126194403212110,11,14,6
Anthony Gutierrez,71619194808158624,57,29,3
Anthony Hall,75051197008316395,50,56,4
Anthony Hall,39811201107238894,57,38,6
Anthony Hankins,22027200605187269,26,7,3
Anthony Hebert,75959199808073500,14,19,4
Anthony Hernandez,90696195204062500,27,5,6
Anthony Holmes,61866197107227262,5,58,5
Anthony Hundley,29485195105217255,50,40,1
Anthony Kidder,76057198107309984,31,2,6
Anthony Killingsworth,65616194207049230,21,40,3
Anthony Klein,85313199803142245,32,16,1
Anthony Lartigue,69871201709187470,14,18,2
Anthony Latouche,14767199602272055,10,1,6
Anthony Mahoney,63751194702129452,3,22,3
Anthony Martinez,58184197108058924,40,59,5
Anthony Mcdevitt,81389201204027010,8,2,2
Anthony Mcdonnell,90275200110245986,27,53,4
Anthony Mcfarland,63058194204223823,19,50,4
Anthony Merritt,59310195608153840,59,32,3
Anthony Mitchell,29462194505154301,55,58,2
Anthony Monroe,49741201408181126,55,1,2
Anthony Moses,50753200605163204,25,23,3
Anthony Murphy,13748194905211019,28,58,4
Anthony Page,95107193211182427,47,15,3
Anthony Parks,78852194803031111,12,22,1
Anthony Pierce,22850194301013693,9,6,3
Anthony Pina,59520201801067707,14,4,4
Anthony Polczynski,95767201410213757,8,13,2
Anthony Rawlinson,83784201706106314,56,23,3
Anthony Rose,45483201704037598,55,61,2
Anthony Ross,53010195602215788,12,38,3
Anthony Russell,60602200310192403,9,9,5
Anthony Russo,76077199503085981,13,49,6
Anthony Sanchez,70058195604171883,49,4,4
Anthony Schleich,58998198610205605,26,17,2
Anthony Shae,33910196601158169,32,61,4
Anthony Sheridan,62150200005031493,5,54,4
Anthony Turner,45234198311113240,13,46,5
Anthony Vansant,45326196512042117,6,26,1
Anthony Willis,15976195807085536,43,6,3
Anthony Wyatt,80691198703159603,35,32,3
Antoine Lehtonen,72394196109227758,12,27,1
Antoinette Hubler,37704199212039488,43,19,3
Antoinette Mcintire,16843197412301685,34,48,5
Antoinette Raber,74903196301079968,49,33,2
Anton Miller,71978196106214537,24,21,6
Antone Tardiff,40486199409186027,42,30,2
Antone Vinson,19829197006165238,57,14,6
Antonia Doyle,15476196201254106,10,8,4
Antonia Dumas,39897199008314156,45,51,6
Antonia Johnson,12693196804302897,53,32,3
Antonia Nicholson,17571198908277127,47,47,3
Antonia Smith,62589195912186403,21,47,6
Antonia Thomas,39195199502255310,20,9,6
Antonio Bagley,26503195411189269,54,55,2
Antonio Bailey,69261196708184660,8,5,2
Antonio Barrow,24664199508057880,34,38,1
Antonio Brailey,72913199706048117,59,15,2
Antonio Bryant,26785200412232593,56,63,4
Antonio Collini,47409199506165484,6,1,3
Antonio Dingell,60309193710219735,44,18,1
Antonio Garcia,57351195204263355,28,52,4
Antonio Goode,56836193011215106,12,5,5
Antonio Javaux,17366200202122504,32,9,5
Antonio Jones,22181193903092899,41,13,3
Antonio Litherland,56761193210041952,7,22,4
Antonio Owen,14224199708181708,28,5,2
Antonio Phillips,53695199109089829,48,6,2
Antonio Rich,86883201904046414,21,28,5
Antonio Tibbert,87321200109241990,2,3,4
Antonio Wilson,95672198811068496,49,35,6
Antonio Woods,16808198903175281,4,45,6
Antonio Wyant,99231200607035517,31,30,1
Antony Nolan,26535201708044104,23,10,4
Antony Wegner,57807200006063498,7,24,6
April Ault,66579197209151477,48,14,3
April Caldwell,97041200402295666,15,15,2
April Donart,42718195701285379,15,7,3
April Gonzalez,32675197409221479,28,23,3
April Gross,51533196805263896,37,43,4
April Kieser,10456199503207573,12,10,3
April Kinkelaar,33004195405169110,31,15,5
April Smith,78288197809196320,15,28,6
April Warf,50093198512212260,2,37,1
Araceli King,31299197807161973,25,35,1
Aracely Davis,48729194012267467,32,26,6
Archie Roth,83593198510029610,36,20,1
Archie Storjohann,68761193308162365,9,25,5
Arden Carmody,61592198205094157,8,20,2
Ariana Roman,64963199206131558,37,33,2
Arielle Major,73646193909226649,12,60,2
Arlene Andrews,45723201705179880,59,57,6
Arlene Brown,35064193201048631,48,19,1
Arlene Everitt,36529193904022164,10,51,5
Arlene Favero,39562199808086858,27,10,3
Arlene Flynn,71497201404063840,5,53,4
Arlene Hogan,44044197502241610,19,46,5
Arlene Meighan,59252200412021528,30,29,5
Arlene Nickson,33046199002284617,19,14,5
Arlene Robertson,93331197303026976,14,3,3
Arlene Russell,90032198107232621,6,10,3
Arlene Shook,75036198607112176,50,56,2
Arlene Yarbrough,48047193207077064,6,48,6
Arline Haydu,62901199309128373,18,45,2
Arline Morris,57619196210306051,19,45,5
Armand Law,73572199401266810,3,43,1
Armand Stebbins,15610196301053823,9,45,3
Armando Edward,63376195202068109,23,41,6
Armando Janes,58279198606027301,16,62,2
Armando Lewis,37253194907267273,29,61,5
Armando Lunt,52269200708099625,41,17,6
Armando Wright,38864196801108385,29,56,3
Arnold Bradford,76129194705019733,21,44,3
Arnold Cox,64738196407014685,2,43,1
Arnold Johnson,31935197208122483,52,11,4
Arnold May,93389199502147454,42,23,3
Arnold Nichols,98439198608309416,21,24,2
Arnold Robert,74414201912153352,52,52,6
Arnold Telep,67957193910225393,17,29,6
Arnoldo Suarez,48166196705268279,18,32,5
Arnulfo Wells,89240196009176070,12,46,6
Aron Anderson,13044198608165651,1,23,4
Arthur Bradby,21038201002023722,32,51,5
Arthur Caldeira,86298201909166994,2,39,4
Arthur Carson,32639193206185868,1,45,4
Arthur Ellis,85724197206036438,1,53,3
Arthur Gokey,94309196608184872,50,50,6
Arthur Gramham,36885199801202229,22,4,2
Arthur Hendley,16553198412281020,51,21,3
Arthur Hendryx,37410199011029600,12,2,3
Arthur Holmes,14352201012225269,54,56,6
Arthur Homa,54929201508279085,6,16,5
Arthur Horst,30932196212263481,17,5,5
Arthur Howard,45759194710086306,6,7,4
Arthur Huett,79071194206068626,21,41,4
Arthur King,61655196207181992,29,6,5
Arthur Leon,66181194912031814,6,8,6
Arthur Levine,15700194104024524,22,22,1
Arthur Loney,91370197909216423,7,1,1
Arthur Mccoy,49497197310109107,22,29,6
Arthur Moreno,80651193501294780,37,21,6
Arthur Myers,90244194701154587,5,8,6
Arthur Ness,92305200512011898,28,20,2
Arthur Norton,10643197806073635,24,2,3
Arthur Pree,17650195811211020,3,54,5
Arthur Ranney,25757197812317106,37,2,3
Arthur Robertson,67585196707236943,48,49,2
Arthur Russell,18950198206191707,13,38,4
Arthur Scharich,10608194202136359,10,30,3
Arthur Sessoms,65417198106108448,8,61,2
Arthur Smith,99546195402094323,59,11,2
Arthur Swartz,57059200308051515,24,55,2
Arturo Conroy,59308195405035926,40,14,5
Arturo Houghtaling,42845196905226439,27,24,6
Arturo Lindsey,14566201812229780,20,46,4
Arturo Parrish,76439199008304598,43,22,6
Asa Hamon,69574200102243087,42,30,6
Ashlee Hazen,30291194802231568,19,16,3
Ashley Bauder,45587201104271302,8,20,4
Ashley Boles,50991194109112445,3,4,5
Ashley Brandon,14896193004087486,20,16,2
Ashley Brooks,38612198010081079,6,36,3
Ashley Casey,86359201206175081,31,30,2
Ashley Doan,63509201803194084,53,33,1
Ashley Espinosa,82819200806079701,43,9,5
Ashley Fritz,39768198205137950,28,41,1
Ashley Galloway,65219193003262874,19,17,1
Ashley Gillette,29219194909011201,62,5,3
Ashley Greenbaum,37507195803173635,2,27,6
Ashley Jackson,86869199102187453,37,10,5
Ashley Jacocks,46551196112185401,33,46,2
Ashley Johnson,49183194606141271,35,14,5
Ashley Johnson,45498198308147969,52,6,3
Ashley Kanady,99122194803117909,45,18,3
Ashley Kubo,24928200109023040,36,6,4
Ashley Macareno,19955201007178780,53,15,1
Ashley Ortmann,72209202002087214,47,46,3
Ashley Payne,34639197708206415,4,26,4
Ashley Rich,79331196512015661,34,6,2
Ashley Rolland,87336194202217367,60,24,2
Ashley Sims,10735195803185486,60,43,6
Ashley Strong,85911201507029847,1,14,6
Ashley Swarey,79031193901074678,39,28,1
Ashley Thompson,69771196802044435,34,42,5
Ashley Washington,77804199612112048,36,33,4
Ashli Whitney,74619195508105707,39,9,1
Ashly Barr,25174198002086022,40,22,4
Ashly Shepard,53534197911161787,10,43,2
Ashton Hewitt,29504193710246077,56,62,2
Asia Sumney,29442193908129683,27,23,5
Asley Maurer,53266200212098780,29,27,3
Athena Schrum,12659194404294859,10,49,4
Aubrey Billiot,93597201911185051,7,57,6
Audie Jones,80015193001094839,52,34,4
Audra Greener,19721196807231721,17,45,4
Audra Hill,83987199312151812,41,11,6
Audra Scarborough,25300195802186626,41,37,4
Audrea Babb,97575198504214227,51,42,3
Audrey Arcangel,38307193506292553,2,35,4
Audrey Blakely,31463196704291159,2,25,6
Audrey Grimes,32197194005254850,19,54,5
Audrey Henry,95733193304083651,2,36,3
Audrey Owen,95747197807286386,38,22,1
Audrey Riley,84422196010106213,21,58,4
Audrey Ryan,94115198905238199,24,13,2
Audrey Sanders,36494198402184451,1,37,6
Audrey Scott,34559194104268802,49,62,2
Audrey Silver,99703200607116925,38,28,5
Audrey Wilson,87307193908177398,7,11,5
August Oviedo,63536194612064078,48,29,4
Augusta Tuggle,33639194210264137,52,15,2
Augustine Whitley,73979194801315605,5,6,3
Aundrea Best,41359195012116664,47,23,6
Aurelio Martin,62889200204285100,19,40,6
Aurelio Vandermoon,50515194102274341,32,27,1
Aurora Harrell,39244198209207777,5,15,2
Aurora Thompson,21130193904301818,31,42,1
Aurora White,71861198008221427,2,29,3
Austin Cabrera,23520199509204241,2,17,3
Austin Dalton,61075197911027083,43,34,3
Austin Jackson,20726194904035010,34,14,3
Austin Mccoy,50346196406189126,21,22,5
Austin Perez,91886194904191272,37,1,3
Austin Strand,50802194102106792,27,39,1
Autumn Boyer,17355196201149172,52,30,1
Autumn Marsh,92113199909226733,1,3,5
Avery Bown,95404195212218619,54,11,1
Avery Carrico,64956194501298100,44,13,4
Avery Lombard,74849197211298910,54,45,1
Avis Gurke,85472200112102880,60,6,6
Avis Moreno,28457200206064409,4,17,3
Ayanna Fox,55048198908224061,10,8,6
Babette Goldberger,28764200508031496,46,38,2
Barb Malcomb,37821197505134753,7,44,2
Barbara Anyan,27188193702178523,8,7,1
Barbara Autry,57702201506131461,42,26,2
Barbara Ayala,95753199003085959,18,54,6
Barbara Barnes,20482193502069622,53,2,1
Barbara Barness,64989194206091805,11,25,4
Barbara Becnel,12485195402132812,13,14,2
Barbara Booe,96028195709093243,48,47,6
Barbara Boyle,27224199007019142,42,29,1
Barbara Breeden,18252195211297560,38,7,1
Barbara Brewster,19471195902068619,18,43,4
Barbara Byrd,96831200501258225,23,26,3
Barbara Callaway,31663193210262095,14,53,5
Barbara Cardenas,69879200804144740,1,24,6
Barbara Cha,32121199108273817,3,18,4
Barbara Chao,45870194711134500,42,22,6
Barbara Christ,15821195503055777,44,11,4
Barbara Cox,41525195605268527,25,40,5
Barbara Dabbs,74914201912042716,51,37,1
Barbara Davis,79471196408195749,8,40,2
Barbara Davis,70477198802054001,56,50,4
Barbara Drakeford,98430197412088165,58,19,4
Barbara Duarte,31099194312146150,18,36,5
Barbara Evans,69686194308187245,46,17,6
Barbara Farrer,40223200804111327,26,22,5
