Name,id_Number,gender,height_cm,weight_kg
Amber Williams,79936201706127001,Female,187,104
Amelia Calderon,58164193208166340,Male,195,87
Amelia Kennedy,74549194310287258,Female,192,105
Amelia Neal,60710198302108237,Male,151,73
Amelia Neal,85752194905034876,Female,155,51
Amelia Weaver,94616200706274260,Male,187,98
Amelia Wiley,66980198703199161,Male,182,73
Amelia Wiley,66844200710234296,Female,151,103
America Berg,84439195005191018,Female,159,112
America Pedraza,87345201906172492,Male,198,85
Amie Cantwell,32030200910257033,Female,181,105
Amie Harms,60655194411171586,Male,195,54
Amie Mccrary,29469194409046435,Male,182,69
Amos Brock,21559200211285653,Male,151,93
Amos Killinger,69353195604148781,Female,195,52
Amos Oldham,44388196212198059,Female,204,102
Amparo White,96437201204283292,Male,179,81
Amparo White,96788196902245601,Female,196,58
Amy Allen,79934194905219846,Male,178,114
Amy Baker,66969196212311035,Female,189,114
Amy Bartholomew,23532201306255862,Male,208,73
Amy Boock,54264195603268628,Male,191,86
Amy Boucher,68626196104091129,Female,152,104
Amy Chevalier,43328198312259570,Female,159,108
Amy Cirino,81999195609248020,Male,163,61
Amy Crum,38838201504141604,Female,185,82
Amy Dale,37094198212282073,Female,194,75
Amy Dale,65510200708139213,Female,177,56
Amy Dales,96916194108197120,Male,155,61
Amy Delarosa,40520199504173396,Male,216,53
Amy Douds,29611193312233123,Female,193,78
Amy Ellis,39160194105218777,Male,189,119
Amy Farmer,19804199706176833,Male,165,108
Amy Flournoy,30256193206187704,Male,188,109
Amy Flournoy,73636200902196261,Male,207,57
Amy Frost,62762199009232563,Female,177,110
Amy Goldberg,88506198606259534,Female,198,73
Amy Gourley,16139198603027015,Male,176,104
Amy Green,71081193207313604,Female,151,78
Amy Gregory,69588200211129216,Male,168,50
Amy Guthrie,44304200505095708,Female,196,89
Amy Hagen,34965195012141614,Male,210,118
Amy Hagen,81331196606238889,Male,219,88
Amy Jackson,52857196707193646,Female,200,69
Amy Jansen,95753199003085959,Male,170,81
Amy Jansen,73208192405212836,Male,215,49
Amy Janssen,99546196903144762,Female,215,64
Amy Johnson,77981193607098632,Male,202,90
Amy Katz,22409196302237247,Female,166,47
Amy King,10781201201051092,Male,211,91
Amy Kirkland,49769194107041655,Male,192,73
Amy Lerma,34911199904149609,Female,180,78
Amy Lindelof,69708196006279824,Female,152,92
Amy Lindelof,79246196402169475,Female,185,83
Amy Lozano,67869200603029230,Female,212,67
Amy Mansfield,62247196903111593,Male,150,81
Amy Marks,71727198411286871,Female,199,65
Amy May,75665201110089275,Male,215,57
Amy Mudget,70334202004037384,Female,213,104
Amy Munson,66622201612221429,Male,215,74
Amy Nickerson,77292194508311029,Male,199,100
Amy Nickerson,97490193606175312,Female,166,50
Amy Oneill,74041194307033401,Male,179,55
Amy Otto,60475194407046556,Female,158,47
Amy Palmer,77057199908023082,Male,207,104
Amy Pettigrew,28623194902102769,Male,168,115
Amy Poindexter,10779196410233203,Female,159,108
Amy Porter,72434193401141789,Female,151,51
Amy Quero,84636201002027808,Female,215,104
Amy Ragusano,70537192702173769,Female,198,94
Amy Ray,94317193812283401,Female,192,52
Amy Rodriguez,75695192110183141,Female,158,63
Amy Rodriguez,96245196201225259,Male,191,108
Amy Shape,77754200502075161,Male,205,117
Amy Shelton,28203194303233223,Female,212,109
Amy Shelton,74952193810049722,Male,150,96
Amy Tardif,97024194610217430,Male,213,104
Amy Taylor,29493201310266093,Female,214,54
Amy Valdez,42909193505083067,Female,171,119
Amy Valentine,59803199007078627,Female,208,113
Amy Wallace,84691201507244952,Male,171,72
Amy White,88458193205096512,Female,181,62
Amy Wiley,78753197905166359,Female,156,99
Amy Williams,89351201012291185,Male,156,50
Amy Wilson,37236193503183994,Male,161,90
Amy Yanez,48228193204093746,Female,191,53
Ana Ash,61423195304026370,Male,158,69
Ana Bernstein,18718194603059572,Male,203,99
Ana Bonin,41641193108263960,Male,172,83
Ana Cadena,84988200005208040,Female,219,60
Ana Hernandez,19152201504165520,Female,176,82
Ana Loree,89970194203251247,Male,154,110
Ana Losh,47742196210024762,Female,174,97
Ana May,79798196004197474,Female,168,84
Ana Pittman,30480194612273535,Female,187,45
Ana Pittman,72510199903269637,Female,182,94
Ana Roeder,65203197206264694,Male,153,87
Ana Smalley,71966195611089209,Female,211,66
Ana Viens,12594197705046103,Female,215,79
Ana Weber,35294193101198359,Male,159,118
Ana Windham,58553199209183670,Male,180,64
Anabel Butler,78196201202289470,Female,175,97
Anastacia Souers,84687193710227363,Male,184,96
Andera Dodson,82582193008187848,Male,191,109
Andera Meeker,48686198708175069,Male,150,80
Andera Sullivan,73384194811272313,Female,210,56
Anderson Rice,31975200103258070,Male,162,56
Andre Byrd,79223197808225408,Female,178,115
Andre Cordell,12719194804115855,Female,175,49
Andre Culp,43207201112061042,Female,191,59
Andre Dillon,44043197011279968,Female,184,61
Andre Everson,63422201809161923,Male,212,115
Andre Gentes,19649201009261951,Male,207,95
Andre Lee,10659197208278855,Male,167,65
Andre Lupo,44025201705132283,Male,201,96
Andre Moore,11046195808032097,Female,177,52
Andre Warren,67913201701069876,Female,154,102
Andrea Almazan,62601200203158810,Female,187,104
Andrea Almazan,34200193805037180,Male,150,110
Andrea Boone,67567201211077742,Female,155,89
Andrea Brown,88051195709046273,Male,196,118
Andrea Clark,62114201601085711,Female,198,113
Andrea Cooley,21874197909262023,Female,219,53
Andrea Duffy,39033198206309704,Female,186,117
Andrea Eddy,95439198803061304,Female,163,96
Andrea Ellender,12555198907093513,Male,174,117
Andrea Factor,84172196107143343,Male,153,63
Andrea Factor,14069193311091269,Male,197,62
Andrea Foster,33550194512185409,Male,183,51
Andrea Fowler,13870192405288175,Male,179,62
Andrea Fowler,19033194912254651,Male,174,49
Andrea Gillis,80636195002077818,Female,159,77
Andrea Glenn,59123197802128718,Female,160,88
Andrea Goard,34637199403258591,Female,197,67
Andrea Goodwin,29294199007169481,Female,217,55
Andrea Gorman,47885196111283529,Male,152,59
Andrea Grantham,72263199210114691,Female,184,81
Andrea Hand,31509197405266173,Male,190,47
Andrea Harsh,27502193109299970,Male,152,66
Andrea Howzell,45277193609077646,Female,190,87
Andrea Johnson,68144198703125956,Male,208,102
Andrea Kenyon,93275193001243470,Male,161,72
Andrea Kozak,89461201308028809,Male,216,50
Andrea Linnear,99040199306031856,Female,202,47
Andrea Littlejohn,14544192601171339,Female,202,55
Andrea Nelson,79907197505165304,Female,213,75
Andrea Nelson,63492200202224131,Female,179,97
Andrea Paramore,52187196409307397,Male,184,57
Andrea Parker,87872201103292491,Female,201,59
Andrea Pirtle,58566195002283029,Male,193,94
Andrea Randall,71955195401276040,Male,217,100
Andrea Shea,67540193112265561,Male,195,98
Andrea Sheller,38252192901265313,Female,212,74
Andrea Smith,90410196908054582,Female,195,89
Andrea Tamm,39844194307084868,Male,154,69
Andrea Tate,85739199812143340,Female,190,72
Andrea Ung,48781199106095680,Male,183,76
Andrea Whittaker,20680196203231535,Male,180,82
Andreas Sanmiguel,54408198212274739,Female,174,78
Andres Cook,48975200012276724,Female,200,74
Andres Ines,90758193010055663,Male,153,86
Andres Pharr,73560199909254612,Male,163,46
Andres Savage,18264195309199548,Male,169,87
Andres Sparks,13455195706307403,Female,201,100
Andres Uy,79883199403264949,Male,214,89
Andres Uy,48695193908026210,Male,197,113
Andrew Alexander,78780201504222771,Male,212,94
Andrew Bagshaw,65320201804279107,Female,151,69
Andrew Balfour,10652193306274652,Female,158,107
Andrew Barnett,39226197704187588,Female,154,60
Andrew Bass,42786194011187553,Male,171,71
Andrew Bass,54976198411136199,Female,156,117
Andrew Bellew,38734193103244277,Female,215,50
Andrew Blount,79786196412304359,Female,189,55
Andrew Bowen,66653198110164039,Male,192,57
Andrew Branham,39183198208149438,Female,154,82
Andrew Branham,62194193909194424,Female,194,106
Andrew Brotherson,95802198508065216,Male,177,99
Andrew Bush,77839196901207150,Female,160,108
Andrew Butcher,40619201312267159,Male,162,102
Andrew Butcher,92525197808281272,Male,193,77
Andrew Chambers,13368201010034629,Male,184,117
Andrew Clark,64361198309211505,Male,219,57
Andrew Coombe,97643194109052578,Male,164,117
Andrew Cox,66502201804282214,Female,194,91
Andrew Crawford,29909198910211945,Female,217,58
Andrew Cruise,74085193610294800,Male,153,80
Andrew Dawson,69371201809084681,Female,153,79
Andrew Ford,75509194710031376,Female,186,98
Andrew Foster,26130198609271026,Male,170,101
Andrew Foster,35845193212079190,Female,202,84
Andrew Gehl,74191193907102353,Male,207,85
Andrew Gilbert,46876193709212751,Male,172,57
Andrew Gonzalez,77043196111023679,Female,156,119
Andrew Gonzalez,15182193601026238,Male,173,81
Andrew Hales,43118193506038912,Male,205,113
Andrew Hannah,52835200505073399,Female,201,103
Andrew Hawkins,46791197010011817,Female,154,71
Andrew Hicks,46078195707293523,Male,184,101
Andrew Holland,26108200108315193,Male,206,89
Andrew Holland,12708194905119609,Male,175,73
Andrew Holton,47075195112066299,Female,201,97
Andrew Jackson,38598199003183226,Female,170,64
Andrew Kalar,89827196905188446,Female,155,56
Andrew Lopez,99474201905092814,Female,173,115
Andrew Lopez,64498195104019333,Male,164,108
Andrew Lowe,73346197211193391,Male,218,114
Andrew Lucas,46507198201106500,Male,171,78
Andrew Lucero,89666193512319671,Male,171,59
Andrew Maldonado,79230199008192068,Female,212,95
Andrew Martin,16517195104293065,Male,162,74
Andrew Mendez,95612198409302783,Male,155,117
Andrew Merz,34145193206068315,Male,197,92
Andrew Munoz,39068195007092767,Female,204,64
Andrew Orth,71341197004025982,Female,209,69
Andrew Poteat,37882193107096120,Female,194,95
Andrew Pounds,60142199507162927,Male,204,56
Andrew Priest,20292200008251080,Male,157,111
Andrew Ray,69994197901311200,Male,157,91
Andrew Robinson,51891197301106053,Female,194,45
Andrew Rosales,37268196007072197,Male,180,77
Andrew Scharfenberg,79977194508183190,Female,151,51
Andrew Thomas,95059192610298530,Male,179,74
Andrew Thurlow,61112200012192881,Female,156,77
Andrew Torpey,11736196902164463,Female,166,53
Andrew Torres,85086195610265805,Female,213,58
Andrew Voeltner,71330198301014757,Female,154,69
Andrew Young,83561193711051890,Male,207,71
Andrew Zieman,81308198004271284,Female,197,117
Andrew Zima,10865198308204842,Female,182,87
Andy Borden,70618195803202868,Female,183,105
Andy Bush,69837194711199963,Male,170,92
Andy Lopez,87084197407117197,Female,163,111
Andy Williams,22722198611069295,Female,214,109
Angel Alexander,43873195603217323,Female,218,77
Angel Arellano,18755198203174258,Female,158,83
Angel Difilippo,67307199803024134,Male,200,54
Angel Fisher,95463199512023061,Female,170,89
Angel Hancock,13492195104182556,Male,201,88
Angel Hardesty,59693197410266083,Male,165,105
Angel Hawthorne,98350194811058966,Female,216,106
Angel Lujan,58328196306061623,Female,187,98
Angel Morrison,68181199101319923,Female,190,50
Angel Pitcherello,71235201306246327,Female,171,119
Angel Reichmann,79055196009228604,Female,192,68
Angela Barrera,10056201403156171,Male,210,105
Angela Brown,48442196411255659,Male,175,66
Angela Chang,35745200808297238,Female,192,85
Angela Chang,28160195411259604,Male,202,116
Angela Davila,77254201902234404,Male,216,64
Angela Dejackome,99979200610145715,Female,206,79
Angela Diaz,95799200605133817,Male,193,49
Angela Diaz,55006194908085783,Female,183,90
Angela Ebel,11364193303278427,Male,203,53
Angela Estes,68489201109263496,Female,157,90
Angela Grant,57942193306045752,Female,201,51
Angela Grate,35703193907316893,Female,218,73
Angela Guerra,78516194905124995,Male,201,98
Angela Hamelin,58545196612278443,Female,167,83
Angela Hernandez,45505199703098873,Male,185,69
Angela Hernandez,29264195103069659,Male,157,115
Angela Hogue,46686196708288086,Male,154,84
Angela Iannone,71473196507307007,Male,215,77
Angela Keeney,48252201212224664,Male,157,85
Angela Keeney,62602201808155743,Female,155,117
Angela Kelley,39537197910054258,Female,156,71
Angela Krys,67190192202146250,Female,162,60
Angela Liestman,37249197701084855,Female,177,117
Angela Love,76646198510303976,Male,186,71
Angela Marks,78033195511117704,Male,196,53
Angela Marks,52880200905221669,Male,155,115
Angela Mccarthy,76230198804091364,Male,182,117
Angela Mejia,31358198401045283,Male,170,111
Angela Mercado,14799196105031611,Female,181,113
Angela Miller,28001195707282159,Male,205,73
Angela Nagy,43827199203229742,Male,212,65
Angela Phipps,20493193310296895,Male,169,49
Angela Ramirez,29638193104152169,Female,172,98
Angela Ramirez,86795200310123044,Male,181,118
Angela Richards,31161194206155805,Female,189,71
Angela Richards,92067193905079741,Male,214,78
Angela Roeske,49084193002088881,Male,188,91
Angela Rouse,97712193007318334,Female,178,92
Angela Sabella,35329200702242941,Male,205,91
Angela Sabella,89379195603076896,Male,191,109
Angela Slaton,61298200005132616,Female,192,108
Angela Spikes,72448199502273886,Female,197,76
Angela Staples,84944198008069342,Male,166,103
Angela Stecker,41384197007118241,Female,209,102
Angela Straka,40781196202275324,Male,161,46
Angela Straka,56232199211068441,Female,177,64
Angela Williams,72158195107298233,Female,215,95
Angelena Robert,79355197301088995,Female,199,119
Angelena Vaz,59602197111262692,Male,211,101
Angelena Vaz,58302198608101191,Female,200,92
Angelica Marcus,65498194012229610,Female,216,62
Angelica Pratt,82937195206058415,Male,173,72
Angelica Worek,13371201811268718,Female,153,98
Angelina Alexander,40060195208156330,Female,184,85
Angelina Hoffman,62997196108304397,Female,192,80
Angelina Madlung,43256194809026605,Male,150,95
Angelina Mcdowell,19443194308113057,Male,165,68
Angelina Ta,91528200102075590,Male,160,109
Angeline Gonzales,33447197202152243,Male,154,96
Angelique Ogle,50885200404146266,Male,171,113
Angelita Linkovich,10999199002168457,Female,208,115
Angella Badilla,94865195703055227,Male,211,86
Angelo Best,66392193304309488,Male,161,45
Angelo Moore,24050198103089272,Male,162,47
Angelo Moore,95376198802176919,Male,215,82
Angelo Poncedeleon,93376196007268146,Female,183,51
Angelyn Bostic,67079195709106186,Female,170,49
Angelyn Bostic,23603196504276073,Male,190,95
Angie Arnold,68065193301283340,Male,193,79
Angie Chapman,44213196909074570,Female,162,70
Angie Guzman,60564195408228414,Male,151,46
Angie James,20578199902254871,Female,166,60
Angie James,64338195507167783,Female,214,100
Angie Krummel,48551194002221336,Female,172,68
Angie Krummel,16815193308169524,Male,154,69
Angie Luna,31097201710015131,Male,201,89
Angie Shiro,51999197607208607,Male,196,117
Angie Stiggers,60585201501201973,Male,150,108
Angie Stiggers,87570201612034132,Male,197,109
Angie Torres,32245193505112162,Female,204,73
Anglea Tyree,79301197005167254,Male,153,53
Anh Maffit,99373195909057448,Male,211,118
Anibal Denison,91473195903192519,Female,200,65
Anisha Roberts,18020193005094191,Male,190,57
Anita Benson,20489193603095785,Female,203,90
Anita Boll,33321201712041229,Male,195,73
Anita Brignac,28146197611071220,Male,169,61
Anita Corley,12067200210042401,Female,216,115
Anita Garske,78551201203319216,Female,190,104
Anita Haynes,29237199606058559,Male,173,113
Anita Jefferis,22064194711156918,Female,167,81
Anita Kamuda,14005198001209381,Female,153,108
Anita Lopez,49115196505264653,Female,151,62
Anita Lopez,14316192506017392,Male,219,57
Anita Mckinney,35506192210115620,Female,156,66
Anita Morales,40909201408097246,Male,213,78
Anita Nehring,13480192101067198,Male,158,92
Anjanette Hampton,88095195310281410,Male,188,108
Ann Aldridge,72012197901033715,Female,185,63
Ann Bonner,38814199910266113,Female,201,103
Ann Boon,68024193610183570,Male,201,55
Ann Brown,73708198006132572,Male,213,88
Ann Brown,41786199805017655,Male,166,98
Ann Cummings,31383201510218262,Female,176,88
Ann Dibari,22126194702272857,Male,218,89
Ann Dilly,58420200910195410,Male,156,82
Ann Dyal,87632200703298170,Male,198,81
Ann Estrello,57577196309222166,Female,161,69
Ann Fisk,38335195910062922,Male,219,67
Ann Fried,99665195804254219,Female,160,99
Ann Fuss,73680194309088038,Male,205,71
Ann Fuss,72626195605203683,Female,209,73
Ann Gallipeau,59593194504019455,Male,187,84
Ann Garris,79265193305297427,Female,168,108
Ann Gonsalves,82132199712017270,Male,214,100
Ann Hollifield,12287196012094631,Male,207,83
Ann Hollis,81320198101256568,Male,207,115
Ann Hollis,33255193601127827,Male,190,107
Ann Jacobsen,40334199604232812,Female,154,83
Ann Lentz,27333198311226261,Female,203,96
Ann Likens,37985198410064424,Female,190,107
Ann Likens,64781201202219618,Female,173,102
Ann Mcfarland,56826201911233337,Male,190,107
Ann Menendez,36918200605067463,Female,170,68
Ann Miller,62034199709287764,Male,196,82
Ann Mrotek,19856195001028890,Female,195,113
Ann Ochoa,34779195807028491,Female,204,59
Ann Oliva,24592196603191858,Male,173,80
Ann Radosevich,61324195010135864,Male,218,109
Ann Radosevich,83552193411028888,Female,166,97
Ann Rayner,63937199811309127,Male,173,104
Ann Rayner,71470195505101532,Male,162,72
Ann Reinke,66585196109293697,Female,184,115
Ann Rice,46340195007067828,Female,195,92
Ann Ricketts,71253197810068824,Female,218,111
Ann Rodriguez,73260198103059525,Male,162,91
